;Unnamed: 0;filename;relative_path;GPU_opencv_Dlib;GPU_opencv_Facenet512;GPU_opencv_Facenet;GPU_opencv_ArcFace;GPU_opencv_OpenFace;GPU_opencv_DeepID;GPU_opencv_DeepFace;GPU_opencv_GhostFaceNet;GPU_opencv_sFace;GPU_ssd_Dlib;GPU_ssd_Facenet512;GPU_ssd_Facenet;GPU_ssd_ArcFace;GPU_ssd_OpenFace;GPU_ssd_DeepID;GPU_ssd_DeepFace;GPU_ssd_GhostFaceNet;GPU_ssd_sFace;GPU_dlib_Dlib;GPU_dlib_Facenet512;GPU_dlib_Facenet;GPU_dlib_ArcFace;GPU_dlib_OpenFace;GPU_dlib_DeepID;GPU_dlib_DeepFace;GPU_dlib_GhostFaceNet;GPU_dlib_sFace;GPU_mtcnn_Dlib;GPU_mtcnn_Facenet512;GPU_mtcnn_Facenet;GPU_mtcnn_ArcFace;GPU_mtcnn_OpenFace;GPU_mtcnn_DeepID;GPU_mtcnn_DeepFace;GPU_mtcnn_GhostFaceNet;GPU_mtcnn_sFace;GPU_retinaface_Dlib;GPU_retinaface_Facenet512;GPU_retinaface_Facenet;GPU_retinaface_ArcFace;GPU_retinaface_OpenFace;GPU_retinaface_DeepID;GPU_retinaface_DeepFace;GPU_retinaface_GhostFaceNet;GPU_retinaface_sFace;GPU_yolov8_Dlib;GPU_yolov8_Facenet512;GPU_yolov8_Facenet;GPU_yolov8_ArcFace;GPU_yolov8_OpenFace;GPU_yolov8_DeepID;GPU_yolov8_DeepFace;GPU_yolov8_GhostFaceNet;GPU_yolov8_sFace;GPU_yunet_Dlib;GPU_yunet_Facenet512;GPU_yunet_Facenet;GPU_yunet_ArcFace;GPU_yunet_OpenFace;GPU_yunet_DeepID;GPU_yunet_DeepFace;GPU_yunet_GhostFaceNet;GPU_yunet_sFace;GPU_fastmtcnn_Dlib;GPU_fastmtcnn_Facenet512;GPU_fastmtcnn_Facenet;GPU_fastmtcnn_ArcFace;GPU_fastmtcnn_OpenFace;GPU_fastmtcnn_DeepID;GPU_fastmtcnn_DeepFace;GPU_fastmtcnn_GhostFaceNet;GPU_fastmtcnn_sFace;image_size;image_width;image_height
0;0;001_fe3347c0.jpg;imagens/Celebrity Faces Dataset/Angelina Jolie/001_fe3347c0.jpg;;3.8002144639995095;2.0229168879996;2.725314826000613;2.7052615430002334;0.691770744000678;;3.298535430998527;;;0.2427433890006796;0.1997159649999957;0.1411904810011037;0.1231121639993944;0.0783477770000899;;0.1852586169989081;;;;;;;;;;;;5.219755280000754;1.0597446720003063;1.072398931000862;1.118176781999864;1.0489496079990204;;1.222813600999871;;;10.67881217500144;0.291022442999747;0.183469306999541;0.1900416329990548;0.1272851600006106;;0.237973265000619;;;;;;;;;;;;0.1797400449995621;0.1959702620006282;0.102844875998926;0.0785277560007671;0.0368033760005346;;0.1509838040001341;;;;;;;;;;;36023.0;474.0;569.0
1;1;002_8f8da10e.jpg;imagens/Celebrity Faces Dataset/Angelina Jolie/002_8f8da10e.jpg;;0.2562168879994715;0.2460408000006282;0.1813681500007078;0.1554632770003081;0.0970421530000749;;0.2254410610003105;;;0.205218559000059;0.213529994000055;0.1393652869992365;0.1348830909992102;0.0867831639989162;;0.2059163840003748;;;;;;;;;;;;4.062398386999121;0.986813854000502;0.9473486740007502;1.0294167880001623;1.029190931998528;;1.1516352409998944;;;2.5635069069994643;0.2765908479996142;0.1619805169993924;0.1819182749986794;0.1088675200007855;;0.2107904340009554;;;;;;;;;;;;0.1694383390004077;0.1678601500007062;0.1128802509992965;0.0831189259988605;0.0468236930009879;;0.1660641700000269;;;;;;;;;;;38793.0;474.0;474.0
2;2;003_57612506.jpg;imagens/Celebrity Faces Dataset/Angelina Jolie/003_57612506.jpg;;0.245230418000574;0.2340008510000188;0.1597983310002746;0.1551881520008464;0.1052755359996808;;0.2235243519990035;;;0.2084263390006526;0.199202679001246;0.1359833749993413;0.1271067469988338;0.0768953320002765;;0.1888253270008135;;;;;;;;;;;;2.0182343129999936;0.9911450199997488;1.0065227630002482;1.087392532001104;1.051397678000285;;1.1871544789992186;;;0.6884996970002248;0.3886211839999305;0.2380866860003152;0.2400618540013965;0.1315674239995132;;0.3545955720001075;;;;;;;;;;;;0.1830016479998448;0.2020849919990723;0.1233712229986849;0.0874283330012986;0.0433950940005161;;0.1477182449998508;;;;;;;;;;;33755.0;474.0;568.0
3;3;004_f61e7d0c.jpg;imagens/Celebrity Faces Dataset/Angelina Jolie/004_f61e7d0c.jpg;;0.191681645999779;0.158094248999987;0.0862406550004379;0.0850412990002951;0.040592135001134;;0.149959561000287;;;0.1702213110002048;0.1954445829996984;0.1039945009997609;0.0805792289993405;0.0595716139996511;;0.1472965280008793;;;;;;;;;;;;2.4781744190004247;0.7048937609997665;0.5816713590011204;0.6518875660003687;0.62005693699939;;0.7356213360017136;;;2.6660272479985;0.2560461989996838;0.1740534669988847;0.1793467669995152;0.1189885069998126;;0.2239515829987794;;;;;;;;;;;;0.1783046149994334;0.1566011520008032;0.1018410449996736;0.0614896939987374;0.0352000590009993;;0.1550934189999679;;;;;;;;;;;5675.0;160.0;198.0
4;4;005_582c121a.jpg;imagens/Celebrity Faces Dataset/Angelina Jolie/005_582c121a.jpg;;0.4513609639998321;0.2354843230004917;0.1399338219998753;0.1364207490005355;0.0844148649994167;;0.1966510880010901;;;0.1901303590002498;0.1921336320010596;0.1297967190002964;0.1045962710013554;0.070219844001258;;0.196769778000089;;;;;;;;;;;;3.9557017469996936;0.9832990099985182;1.02077016200019;1.0201586579987634;1.017537944999276;;1.1688798720006162;;;2.671194917000321;0.2603572519983572;0.1750380329995096;0.1586751260001619;0.1143209849997219;;0.2171179199995094;;;;;;;;;;;;0.1600182610000047;0.1941917390013259;0.1094638169997779;0.0947434949994203;0.0467162360000656;;0.1653788149997126;;;;;;;;;;;35651.0;474.0;512.0
5;5;006_9135205d.jpg;imagens/Celebrity Faces Dataset/Angelina Jolie/006_9135205d.jpg;;0.4666193840002961;0.3969482770007744;0.2766808950000268;0.2239219750008487;0.1191213040001457;;0.3724050829987391;;;0.1970482899996568;0.2018405750004603;0.1609752919994207;0.1230544350000855;0.0740753560003213;;0.1730383209996944;;;;;;;;;;;;1.7738519310005358;1.2143102350000845;1.0325406079991808;1.1214839909989678;1.1366736399995716;;1.3262754389998008;;;0.5913169049999851;0.5275922700002411;0.3045586820007884;0.2926355780000449;0.1430442769997171;;0.4564745000006951;;;;;;;;;;;;0.1681341660005273;0.2052753410007426;0.1100220789994637;0.0813811879997956;0.0499114579997694;;0.1457637580006121;;;;;;;;;;;45088.0;474.0;568.0
6;6;007_cabbfcbb.jpg;imagens/Celebrity Faces Dataset/Angelina Jolie/007_cabbfcbb.jpg;;0.2266374330010876;0.2073987139992823;0.1273601250013598;0.1161179650007397;0.0834631580000859;;0.1855523379999795;;;0.1907370839999203;0.1719108399993274;0.1144673509988933;0.1244433820011181;0.0646461860014824;;0.1776448090004123;;;;;;;;;;;;3.320694068999728;0.9956958230013696;0.8513457110002491;1.0004285699997126;0.9165316979997442;;1.055263460999413;;;2.5122947019990534;0.2327147479991254;0.1728141359999426;0.1626068700006726;0.1115778980001778;;0.2290285489998496;;;;;;;;;;;;0.210601457998564;0.1641396159993746;0.1044891889996506;0.0823348829999304;0.0411005559999466;;0.1703996550004376;;;;;;;;;;;21699.0;474.0;498.0
7;7;008_d1f87068.jpg;imagens/Celebrity Faces Dataset/Angelina Jolie/008_d1f87068.jpg;;0.3862533190003887;0.381615905000217;0.2117190099997969;0.2115925349989993;0.0957039810000424;;0.3289978909997444;;;0.1868334199989476;0.2113461320004717;0.1341599150000547;0.1082232749995455;0.07060498699866;;0.1662841599991225;;;;;;;;;;;;1.499585614001262;0.9731508909990224;0.939411913001095;1.0594331869997404;1.02889484699881;;1.1178650940000807;;;0.2631265729996812;0.2354525689988804;0.1614342180000676;0.1537178050002694;0.1087299219998385;;0.2118233549990691;;;;;;;;;;;;0.1979594009990251;0.1550511499990534;0.0956663120014127;0.0863108530011231;0.03475400500065;;0.1662034460005088;;;;;;;;;;;33334.0;474.0;474.0
8;8;009_fb3e6174.jpg;imagens/Celebrity Faces Dataset/Angelina Jolie/009_fb3e6174.jpg;;0.2344820729995262;0.2404584569994767;0.1459304979998705;0.136404565999328;0.0927254960006394;;0.2060684579992084;;;0.1915624310004204;0.211124182000276;0.166007242998603;0.1043231349995039;0.0752181239986384;;0.1751513670005806;;;;;;;;;;;;1.3835605000003852;1.034197115999632;1.0231947799984482;1.0629422180008987;1.0014797389994785;;1.1764348839988088;;;0.2598097539994342;0.240939322999111;0.1760034910003014;0.1673242689994367;0.1218565969993505;;0.2238751639997644;;;;;;;;;;;;0.1808608410010492;0.1561344219990132;0.1195805450006446;0.0860298429997783;0.0432816039992758;;0.1494198410000535;;;;;;;;;;;35293.0;474.0;568.0
9;9;010_f99d79e3.jpg;imagens/Celebrity Faces Dataset/Angelina Jolie/010_f99d79e3.jpg;;0.4082993259999057;0.423351150999224;0.2488552169998001;0.2384489369997027;0.1375857959992572;;0.3595508140006132;;;0.195972941999571;0.2160082369991869;0.1303220120007608;0.1218191490006574;0.0701348130005499;;0.1897748910014343;;;;;;;;;;;;1.460297895999247;1.2710337200005597;1.0791006559993548;1.14665752899964;1.0438212039989594;;1.3227928189990052;;;0.4063182869995216;0.3762168359990028;0.242348371000844;0.2234361359987815;0.1374084879989823;;0.3452719990000332;;;;;;;;;;;;0.3357329749997007;0.308504950000497;0.1688159160003124;0.1451182540004083;0.0745862320000014;;0.284113427000193;;;;;;;;;;;49009.0;474.0;568.0
