;filename;relative_path;CPU_opencv_Dlib;CPU_opencv_Facenet512;CPU_opencv_Facenet;CPU_opencv_ArcFace;CPU_opencv_OpenFace;CPU_opencv_DeepID;CPU_opencv_DeepFace;CPU_opencv_GhostFaceNet;CPU_opencv_sFace;CPU_ssd_Dlib;CPU_ssd_Facenet512;CPU_ssd_Facenet;CPU_ssd_ArcFace;CPU_ssd_OpenFace;CPU_ssd_DeepID;CPU_ssd_DeepFace;CPU_ssd_GhostFaceNet;CPU_ssd_sFace;CPU_dlib_Dlib;CPU_dlib_Facenet512;CPU_dlib_Facenet;CPU_dlib_ArcFace;CPU_dlib_OpenFace;CPU_dlib_DeepID;CPU_dlib_DeepFace;CPU_dlib_GhostFaceNet;CPU_dlib_sFace;CPU_mtcnn_Dlib;CPU_mtcnn_Facenet512;CPU_mtcnn_Facenet;CPU_mtcnn_ArcFace;CPU_mtcnn_OpenFace;CPU_mtcnn_DeepID;CPU_mtcnn_DeepFace;CPU_mtcnn_GhostFaceNet;CPU_mtcnn_sFace;CPU_retinaface_Dlib;CPU_retinaface_Facenet512;CPU_retinaface_Facenet;CPU_retinaface_ArcFace;CPU_retinaface_OpenFace;CPU_retinaface_DeepID;CPU_retinaface_DeepFace;CPU_retinaface_GhostFaceNet;CPU_retinaface_sFace;CPU_yolov8_Dlib;CPU_yolov8_Facenet512;CPU_yolov8_Facenet;CPU_yolov8_ArcFace;CPU_yolov8_OpenFace;CPU_yolov8_DeepID;CPU_yolov8_DeepFace;CPU_yolov8_GhostFaceNet;CPU_yolov8_sFace;CPU_yunet_Dlib;CPU_yunet_Facenet512;CPU_yunet_Facenet;CPU_yunet_ArcFace;CPU_yunet_OpenFace;CPU_yunet_DeepID;CPU_yunet_DeepFace;CPU_yunet_GhostFaceNet;CPU_yunet_sFace;CPU_fastmtcnn_Dlib;CPU_fastmtcnn_Facenet512;CPU_fastmtcnn_Facenet;CPU_fastmtcnn_ArcFace;CPU_fastmtcnn_OpenFace;CPU_fastmtcnn_DeepID;CPU_fastmtcnn_DeepFace;CPU_fastmtcnn_GhostFaceNet;CPU_fastmtcnn_sFace
0;001_fe3347c0.jpg;imagens/Celebrity Faces Dataset/Angelina Jolie/001_fe3347c0.jpg;;3.49160285799735;2.1987480739990133;1.9348244569991948;2.060677809000481;0.27546874200197635;;4.458305574997212;;;0.46942280199436937;0.3309281209949404;0.28415667499939445;0.16059253300045384;0.09097737100091763;;0.30317762999766273;;;;;;;;;;;;4.295585241998197;2.2357372080005007;1.7856724720040802;1.4891180979975616;1.4682039160034037;;1.730977941006131;;;42.43899439099914;13.460159633999865;12.243795837996004;12.941869217000203;12.06371641199803;;12.36305698799697;;;;;;;;;;;;0.19385908100230154;0.20135745099833002;0.19819871200161288;0.11775560600653989;0.044438416000048164;;0.19990323400270427;;;;;;;;;;
1;002_8f8da10e.jpg;imagens/Celebrity Faces Dataset/Angelina Jolie/002_8f8da10e.jpg;;0.407441833995108;0.33808401100395713;0.3604278299972066;0.24142169999686303;0.14059854300285224;;0.4199997429968789;;;0.33555823100323323;0.3112383260013303;0.2608104570026626;0.18964226100069936;0.10164705700299237;;0.3738404370014905;;;;;;;;;;;;1.8735479879978811;2.1597190989996307;1.454526090004947;1.431541157005995;1.5890313199997763;;1.5409445620025508;;;11.511672825996357;10.487593746001949;10.53885890100355;10.562441997004498;10.316957912000362;;10.927605773998948;;;;;;;;;;;;0.18370370600314345;0.20068784799514106;0.1789957110013347;0.1022574460002943;0.04720539700065274;;0.1627060610044282;;;;;;;;;;
2;003_57612506.jpg;imagens/Celebrity Faces Dataset/Angelina Jolie/003_57612506.jpg;;0.393831705005141;0.3384815039971727;0.36914570900262333;0.21363805899454746;0.16369571199902566;;0.3848015019975719;;;0.2913779840018833;0.3231406170016271;0.3446786330023315;0.16614631199627183;0.20631741199758835;;0.2942334299950744;;;;;;;;;;;;2.0382118790003005;1.6708976589943632;1.7139487849999568;1.5064266650006175;1.6150826719967881;;1.5776613229973009;;;12.811836319997383;12.751319697999861;13.435167112002091;12.18340800000442;12.266609179001534;;12.398148490996391;;;;;;;;;;;;0.19853425699693616;0.1995170469963341;0.20183804300177144;0.10784479200083297;0.036522817994409706;;0.18686961899948074;;;;;;;;;;
3;004_f61e7d0c.jpg;imagens/Celebrity Faces Dataset/Angelina Jolie/004_f61e7d0c.jpg;;0.2890495390020078;0.25880296000104863;0.267864642002678;0.12667915999918478;0.06114724300277885;;0.3508758699972532;;;0.32992981399729615;0.26624189900030615;0.24465284000325482;0.1341928529946017;0.08065465099934954;;0.24622978700062959;;;;;;;;;;;;1.3386873529962031;1.0025841759998002;1.0261994339962257;1.0030267959955381;1.008307240997965;;1.1149573389993748;;;13.000098227996205;13.037246769003104;12.69673979900108;13.275562382994394;12.456820264000271;;12.78725343199767;;;;;;;;;;;;0.18850793199817417;0.18307919700600905;0.1763015809992794;0.09823689300537808;0.02946001899545081;;0.16311170399421826;;;;;;;;;;
4;005_582c121a.jpg;imagens/Celebrity Faces Dataset/Angelina Jolie/005_582c121a.jpg;;0.3730079669985571;0.3322898000042187;0.3261129129969049;0.2020900330026052;0.1364732859947253;;0.3608066119995783;;;0.3029661730033695;0.2929048160003731;0.241627345996676;0.1780446699995082;0.12948407700605458;;0.3501196219949634;;;;;;;;;;;;1.8376199550039019;1.3933234979995177;1.7527093809985672;1.4564876109943725;1.6167778439994436;;1.5934477349946974;;;11.990741866997269;12.608987202998833;11.18816899399826;11.052395594997506;11.139960151995183;;11.839404746999207;;;;;;;;;;;;0.2059803920055856;0.1964032660034718;0.1801104670012137;0.10303903600288322;0.06414422200032277;;0.20025137999618892;;;;;;;;;;
5;006_9135205d.jpg;imagens/Celebrity Faces Dataset/Angelina Jolie/006_9135205d.jpg;;0.7440551620020415;0.5854172289982671;0.5830352420016425;0.3625839649976115;0.19279634499980602;;0.6814885330022662;;;0.3262430579998181;0.309877610001422;0.3256900050037075;0.15371721400151728;0.13444252000044798;;0.3282400559983216;;;;;;;;;;;;2.3369630460001645;2.1151892429988948;1.7717206180022913;1.6078007179967244;1.8041127789983875;;2.1657247099938104;;;13.306278446005308;12.903482344998338;12.407646498002578;12.31949488400278;12.661259971006075;;12.666050852996705;;;;;;;;;;;;0.20200298699637642;0.2149163879948901;0.2048598649998894;0.11142770800506696;0.06249211700196611;;0.20681824400526239;;;;;;;;;;
6;007_cabbfcbb.jpg;imagens/Celebrity Faces Dataset/Angelina Jolie/007_cabbfcbb.jpg;;0.3589526389987441;0.341901470994344;0.2963955779996468;0.19807232300081523;0.12295442100003129;;0.3672533819990349;;;0.31337579299724894;0.29871411000203807;0.2711234210000839;0.15620978800143348;0.11026205200323602;;0.29106753999803914;;;;;;;;;;;;1.9023149450003984;1.3571936520020245;2.0107344309944892;1.3427033740008483;1.6469123100032448;;2.012824315002945;;;12.234147909999592;10.970728837994102;11.364241296003456;10.897917464993952;10.731056188000366;;10.812127559001965;;;;;;;;;;;;0.18418282499624183;0.20939178299886407;0.20129601399821695;0.09131000000343192;0.0659775499952957;;0.19162605099700158;;;;;;;;;;
7;008_d1f87068.jpg;imagens/Celebrity Faces Dataset/Angelina Jolie/008_d1f87068.jpg;;0.6922652880020905;0.5937635260052048;0.4925628900018637;0.3075273400027072;0.15959757499513216;;0.6265313800031436;;;0.28162025599885965;0.3149329439984285;0.2535726220012293;0.14422718500281917;0.10133964700071374;;0.3204497229962726;;;;;;;;;;;;1.5035736429999815;1.5030446739983745;2.019800691996352;1.427363406997756;1.4750773119958467;;2.02519545800169;;;10.695264194997435;10.762574544998643;10.276253921001626;10.212311078998027;10.84873041100218;;10.470069887000136;;;;;;;;;;;;0.19823646899749292;0.19786976799514377;0.19896924999920884;0.10981191300379578;0.0705053970013978;;0.19054101599613205;;;;;;;;;;
8;009_fb3e6174.jpg;imagens/Celebrity Faces Dataset/Angelina Jolie/009_fb3e6174.jpg;;0.42224871600046754;0.34309321899490897;0.3062539789971197;0.19987564899929566;0.14168786899972474;;0.35825074699823745;;;0.30975019199831877;0.30960766899806913;0.2963676960062003;0.15943162099574693;0.08567464100633515;;0.30026852700393647;;;;;;;;;;;;1.547890585999994;1.9953878529995563;1.4929874680019566;1.4663610790012171;1.5129396070042276;;1.5119205989976763;;;12.486459574000037;12.548865441000089;13.716014281999378;12.543302181999024;12.050861174000602;;12.389361169996846;;;;;;;;;;;;0.20239051299722632;0.2623315450036898;0.18037033500149846;0.10509514299337752;0.060682964001898654;;0.1885981779996655;;;;;;;;;;
9;010_f99d79e3.jpg;imagens/Celebrity Faces Dataset/Angelina Jolie/010_f99d79e3.jpg;;0.7563423560059164;0.6175551730048028;0.5367060630014748;0.3532470919963089;0.19250133199966513;;0.6634824389984715;;;0.28756216000329005;0.3172756650019437;0.2884920680007781;0.1622476549964631;0.13021178600320127;;0.2942466129970853;;;;;;;;;;;;1.6882585950006614;1.9153793680015951;1.691167161006888;1.5493904710019706;1.720265483003459;;1.8002050700015388;;;12.800230505003128;12.653834356999141;13.206532933996641;12.287770166003611;12.21739447300206;;12.344105017000402;;;;;;;;;;;;0.3556436639992171;0.3724970219991519;0.3212545849964954;0.1720484929974191;0.07702662699739449;;0.33788747600192437;;;;;;;;;;
